"","REPORT_DATE","X","INCIDENT_ID_KS","KS_COMPLEX_NAME","COMPLEX_FLAG","LTFS_DAY","LTFS_FIRE","REPORT_YEAR","INCIDENT_NUMBER","ST_INCNUM","REPORT_DOY","HOUR","INCIDENT_NAME","START_YEAR","START_DATE","START_DOY","START_DATE_CORRECTED","START_DOY_CORRECTED","STATUS","AREA","AREA_MEASUREMENT","TYPE_INC","SUPPRESSION_METHOD","IC_NAME","IMT_TYPE","IMT_TYPE_DESCRIPTION","CAUSE","CAUSE_DESCR","COUNTY","LATITUDE","LONGITUDE","LL_QC","UN_USTATE","UN_UNITID","NWCG_UNITID","GACC","UnitType","Department","Agency","OWNERSHIP_STATE","OWNERSHIP_UNITID","P_CONTAIN","PERCENT_MMA","EXP_CONTAIN","LINE_TO_BUILD","LINE_MEASUREMENT","EST_CONTROL","DEMOBE_START","CONTROLLED_DATE","INJURIES_TO_DATE","INJURIES","FATALITIES","EVACUATION_IN_PROGRESS","NO_EVACUATION","POTENTIAL","NO_LIKELY","C_WIND_SPEED","C_WIND_DIRECTION","C_TEMP","C_TEMPH","C_TEMPL","C_RH","C_RHL","C_RHH","F_WIND_SPEED","F_WIND_DIRECTION","F_TEMP","F_TEMPL","F_TEMPH","F_RH","F_RHL","F_RHH","PRIMARY_FUEL_MODEL","GROWTH_POTENTIAL","TERRAIN","GACC_PRIORITY","DISPATCH_PRIORITY","UNIT_TYPE","ST_INC","ST_UNIT","FSCLASS","MAX_AREA_INC","FSCLASS_INC","AREA_Log","SUPPRESSION_BI","SUPP_DECREASE","SUPP_MIX","IMT_NUM","SUPPNUM","INC_ID","LOG_AREA","npl","DURATION","IMT_RANK","INCIDENT_I","lat","lon","usaf.x","stn_name.x","UYDOY","usaf.y","stn_name.y","YEAR","MONTH","DAY","YDAY","YEARMODA","ELEV_M","TEMP","DEWP","VISIB","WDSP","MXSPD","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"4333","1-Oct-13",1339,"2013_ID-STF-000423_KELLEY",NA,NA,NA,NA,2013,"ID-STF-000423","ID",274,1548,"KELLEY",2013,"24-Aug-13",236,"24-Aug-13",236,"U",17346,"ACRES","WF","FS","Matt Ganguet","5","Type 4 IC","L","Lightning","Elmore",43.556944,115.099722,NA,NA,NA,"IDSTF","EB","Federal","USDA","FS","ID","STF",97,"P",NA,NA,"CHAINS",NA,"6-Sep-13",NA,24,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Low","Extreme",NA,NA,"Federal","ID",NA,"G",17346,"G",5.70711026474888,"FS",0,0,5,1,588,5.52545293913178,1,59,"E","2013_ID-STF-000423_KELLEY",43.556944,-115.099722,725865,"FRIEDMAN MEMORIAL AIRPORT","725865 2013 274",725865,"FRIEDMAN MEMORIAL AIRPORT",2013,10,1,274,"2013-10-01",1617.3,6.9,0.1,16.1,3.2,5.1,0,0,0,0,0,0,0.6,1,60
"4334","3-Oct-13",1439,"2013_ID-STF-000423_KELLEY",NA,NA,NA,NA,2013,"ID-STF-000423","ID",276,1324,"KELLEY",2013,"24-Aug-13",236,"24-Aug-13",236,"U",17346,"ACRES","WF","FS","Matt Ganguet","5","Type 4 IC","L","Lightning","Elmore",43.556944,115.099722,NA,NA,NA,"IDSTF","EB","Federal","USDA","FS","ID","STF",100,"P","3-Oct-13",NA,"CHAINS",NA,"6-Sep-13",NA,24,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Low","Extreme",NA,1,"Federal","ID",NA,"G",17346,"G",5.70711026474888,"FS",0,0,5,1,588,5.52545293913178,1,59,"E","2013_ID-STF-000423_KELLEY",43.556944,-115.099722,725865,"FRIEDMAN MEMORIAL AIRPORT","725865 2013 276",725865,"FRIEDMAN MEMORIAL AIRPORT",2013,10,3,276,"2013-10-03",1617.3,4.1,-0.3,15.4,2.8,10.3,0,1,1,0,0,0,0.6,0.8,75
"4335","24-Oct-13",1476,"2013_ID-STF-000423_KELLEY",NA,NA,NA,NA,2013,"ID-STF-000423","ID",297,1613,"KELLEY",2013,"24-Aug-13",236,"24-Aug-13",236,"F",17346,"ACRES","WF","FS","Matt Ganguet","5","Type 4 IC","L","Lightning","Elmore",43.556944,115.099722,NA,NA,NA,"IDSTF","EB","Federal","USDA","FS","ID","STF",100,"P","3-Oct-13",NA,"CHAINS","9-Oct-13","6-Sep-13","9-Oct-13",24,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Low","Extreme",NA,NA,"Federal","ID",NA,"G",17346,"G",5.70711026474888,"FS",0,0,5,1,588,5.52545293913178,1,59,"E","2013_ID-STF-000423_KELLEY",43.556944,-115.099722,725865,"FRIEDMAN MEMORIAL AIRPORT","725865 2013 297",725865,"FRIEDMAN MEMORIAL AIRPORT",2013,10,24,297,"2013-10-24",1617.3,9.4,-1.9,16.1,4.2,6.7,0,0,0,0,0,0,0.5,1.2,41.7
"4336","15-Jul-13",82,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",196,1743,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"I",150,"ACRES","WF","FS","CHRISTMAN","4","Type 3 IC","H","Human","BOISE",43.786111,116.025,NA,NA,NA,"IDSWS","EB","State","ID","DL","ID","SWS",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","Y","Y","N",50,"W",146,89,89,146,80,80,NA,NA,NA,NA,NA,NA,NA,NA,10,"High","High",1,1,"State","ID",NA,"D",2797,"F",5.01727983681492,"FS",0,0,4,1,589,5.01727983681492,2,9,"D","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 196",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,15,196,"2013-07-15",857.7,27.9,0.2,16.1,2.5,5.1,0,0,0,0,0,0,0.6,3.8,15.8
"4337","16-Jul-13",87,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",197,1749,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",1500,"ACRES","WF","FS","DENNIS KONRAD","3","Type 3 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",10,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",195,"ENE",145,88,88,33,11,11,116,"SW",277,77,72,64,11,12,10,"High","High",NA,NA,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,3,1,589,5.01727983681492,2,9,"D","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 197",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,16,197,"2013-07-16",857.7,28.8,5.9,14.8,2.9,5.7,0,1,0,0,1,0,0.9,4,22.5
"4338","16-Jul-13",91,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",197,1925,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",1500,"ACRES","WF","FS","DENNIS KONRAD","3","Type 3 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",10,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",195,"ENE",145,88,88,33,11,11,116,"SW",277,77,72,64,11,12,10,"High","High",1,1,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,3,1,589,5.01727983681492,2,9,"D","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 197",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,16,197,"2013-07-16",857.7,28.8,5.9,14.8,2.9,5.7,0,1,0,0,1,0,0.9,4,22.5
"4339","17-Jul-13",96,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",198,1820,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",1569,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",20,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",62,"W",139,83,83,46,14,14,259,"W",270,74,69,35,8,9,10,"High","High",1,1,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,2,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 198",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,17,198,"2013-07-17",857.7,28.9,8.7,15.8,3.8,7.7,0,1,0,0,1,0,1.1,4,27.5
"4340","18-Jul-13",102,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",199,1915,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",1944,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",40,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","Y","N",13,"W",141,85,85,3,3,3,259,"W",275,76,71,3,3,3,10,"High","High",1,2,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,2,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 199",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,18,199,"2013-07-18",857.7,27.4,0.1,16.1,2.2,5.7,0,0,0,0,0,0,0.6,3.6,16.7
"4341","19-Jul-13",111,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",200,1735,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",2469,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",40,"P",NA,NA,"CHAINS",NA,NA,NA,2,2,0,"N","N","Y","N",30,"W",146,89,89,3,3,3,286,"W",282,80,75,3,3,3,10,"High","High",1,1,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,2,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 200",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,19,200,"2013-07-19",857.7,28.4,0.2,15.4,2.7,6.2,0,0,0,0,0,0,0.6,3.9,15.4
"4342","20-Jul-13",119,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",201,1800,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",2700,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",60,"P",NA,NA,"CHAINS",NA,"21-Jul-13",NA,3,1,0,"N","N","N","Y",30,"W",2,2,2,3,3,3,286,"W",2,2,2,3,3,3,10,"Medium","High",2,NA,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,2,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 201",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,20,201,"2013-07-20",857.7,28.7,2.4,16.1,3,6.7,0,0,0,0,0,0,0.7,3.9,17.9
"4343","20-Jul-13",124,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",201,2015,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",2700,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",60,"P",NA,NA,"CHAINS",NA,"21-Jul-13",NA,3,1,0,"N","N","N","Y",30,"W",2,2,2,3,3,3,286,"W",2,2,2,3,3,3,10,"Medium","High",2,1,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,2,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 201",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,20,201,"2013-07-20",857.7,28.7,2.4,16.1,3,6.7,0,0,0,0,0,0,0.7,3.9,17.9
"4344","21-Jul-13",128,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",202,1745,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",2797,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",80,"P","23-Jul-13",NA,"CHAINS",NA,"21-Jul-13",NA,3,0,0,"N","N","N","Y",30,"W",146,89,89,146,80,80,330,"W",282,80,75,3,3,3,10,"Medium","High",NA,NA,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,2,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 202",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,21,202,"2013-07-21",857.7,27.8,-2.9,16.1,3.1,6.7,0,0,0,0,0,0,0.5,3.7,13.5
"4345","21-Jul-13",134,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",202,1835,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",2797,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",80,"P","23-Jul-13",NA,"CHAINS",NA,"21-Jul-13",NA,3,0,0,"N","N","N","Y",30,"W",146,89,89,146,80,80,330,"W",282,80,75,3,3,3,10,"Low","High",5,1,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,2,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 202",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,21,202,"2013-07-21",857.7,27.8,-2.9,16.1,3.1,6.7,0,0,0,0,0,0,0.5,3.7,13.5
"4346","22-Jul-13",142,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",203,1700,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",2797,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",90,"P","23-Jul-13",NA,"CHAINS",NA,"21-Jul-13",NA,4,1,0,"N","N","N","Y",62,"W",146,89,89,146,80,80,259,"W",277,77,72,3,3,3,10,"Low","High",NA,NA,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,3,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 203",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,22,203,"2013-07-22",857.7,28.3,-6.4,16.1,3.3,7.2,0,0,0,0,0,0,0.4,3.8,10.5
"4347","22-Jul-13",147,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",203,1740,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",2797,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",90,"P","23-Jul-13",NA,"CHAINS",NA,"21-Jul-13",NA,3,0,0,"N","N","N","Y",62,"W",146,89,89,146,80,80,259,"W",277,77,72,3,3,3,10,"Low","High",5,NA,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,3,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 203",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,22,203,"2013-07-22",857.7,28.3,-6.4,16.1,3.3,7.2,0,0,0,0,0,0,0.4,3.8,10.5
"4348","23-Jul-13",159,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",204,1700,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"U",2797,"ACRES","WF","FS","John Kidd","2","Type 2 Team","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",100,"P","23-Jul-13",NA,"CHAINS",NA,"21-Jul-13",NA,3,0,0,"N","N","N","Y",268,"NW",128,76,76,3,3,3,252,"NW",272,75,70,35,8,9,10,"Low","High",6,1,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,2,1,589,5.01727983681492,3,9,"C","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 204",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,23,204,"2013-07-23",857.7,27.6,-1.8,16.1,2.9,7.2,0,0,0,0,0,0,0.5,3.7,13.5
"4349","24-Jul-13",169,"2013_ID-SWS-000471_PINE CREEK",NA,NA,NA,NA,2013,"ID-SWS-000471","ID",205,1622,"PINE CREEK",2013,"15-Jul-13",196,"15-Jul-13",196,"F",2797,"ACRES","WF","FS","Pete Goetzinger","4","Type 3 IC","H","Human","BOISE",43.767778,116.025,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",100,"P","23-Jul-13",0,"CHAINS",NA,"21-Jul-13",NA,3,0,0,"N","N","N","Y",127,"SW",139,83,83,6,6,6,91,"W",262,71,66,23,7,8,10,"Low","High",5,NA,"Federal","ID",NA,"F",2797,"F",5.01727983681492,"FS",0,0,4,1,589,5.01727983681492,3,9,"D","2013_ID-SWS-000471_PINE CREEK",43.786111,-116.025,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 205",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,24,205,"2013-07-24",857.7,28.6,-0.1,15.9,2.1,5.1,0,0,0,0,0,0,0.6,3.9,15.4
"4350","18-Jul-13",103,"2013_ID-SWS-000486_SUMMIT",NA,NA,NA,NA,2013,"ID-SWS-000486","ID",199,1951,"SUMMIT",2013,"16-Jul-13",197,"16-Jul-13",197,"I",251,"ACRES","WF","FS","JARED SAYER","4","Type 3 IC","L","Lightning","BOISE",43.986389,115.713333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",36,"NW",141,85,85,5,5,5,91,"ne-nw",275,76,71,23,7,8,10,"High","Medium",2,1,"Federal","ID",NA,"D",370,"E",5.91620206260743,"FS",0,0,4,1,590,5.52942908751142,2,5,"D","2013_ID-SWS-000486_SUMMIT",43.986389,-115.713333,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 199",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,18,199,"2013-07-18",857.7,27.4,0.1,16.1,2.2,5.7,0,0,0,0,0,0,0.6,3.6,16.7
"4351","19-Jul-13",108,"2013_ID-SWS-000486_SUMMIT",NA,NA,NA,NA,2013,"ID-SWS-000486","ID",200,1651,"SUMMIT",2013,"16-Jul-13",197,"16-Jul-13",197,"U",255,"ACRES","WF","FS","JARED SAYER","4","Type 3 IC","L","Lightning","BOISE",43.986389,115.713333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",20,"P",NA,NA,"CHAINS",NA,NA,NA,2,1,0,"N","N","N","Y",30,"WSW",126,75,75,17,8,8,341,"W",270,74,69,298,78,81,10,"Medium","Medium",2,2,"Federal","ID",NA,"D",370,"E",5.91620206260743,"FS",0,0,4,1,590,5.52942908751142,2,5,"D","2013_ID-SWS-000486_SUMMIT",43.986389,-115.713333,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 200",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,19,200,"2013-07-19",857.7,28.4,0.2,15.4,2.7,6.2,0,0,0,0,0,0,0.6,3.9,15.4
"4352","20-Jul-13",117,"2013_ID-SWS-000486_SUMMIT",NA,NA,NA,NA,2013,"ID-SWS-000486","ID",201,1700,"SUMMIT",2013,"16-Jul-13",197,"16-Jul-13",197,"U",370,"ACRES","WF","FS","T Dunford","2","Type 2 Team","L","Lightning","BOISE",43.986389,115.713333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",50,"P",NA,NA,"CHAINS",NA,"22-Jul-13",NA,3,1,0,"N","N","N","Y",97,"W",115,73,68,8,3,6,46,"W",210,59,58,12,78,6,10,"Medium","Medium",5,2,"Federal","ID",NA,"E",370,"E",5.91620206260743,"FS",0,0,2,1,590,5.52942908751142,2,5,"C","2013_ID-SWS-000486_SUMMIT",43.986389,-115.713333,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 201",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,20,201,"2013-07-20",857.7,28.7,2.4,16.1,3,6.7,0,0,0,0,0,0,0.7,3.9,17.9
"4353","21-Jul-13",60,"2013_ID-SWS-000486_SUMMIT",NA,NA,NA,NA,2013,"ID-SWS-000486","ID",202,1700,"SUMMIT",2013,"16-Jul-13",197,"16-Jul-13",197,"U",370,"ACRES","WF","FS","T Dunford","2","Type 2 Team","L","Lightning","BOISE",43.986389,115.713333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",72,"P",NA,NA,"CHAINS",NA,"22-Jul-13",NA,3,0,0,"N","N","N","Y",13,"W",119,74,71,9,90,6,75,"W",209,59,57,11,3,6,10,"Medium","Medium",6,2,"Federal","ID",NA,"E",370,"E",5.91620206260743,"FS",0,0,2,1,590,5.52942908751142,2,5,"C","2013_ID-SWS-000486_SUMMIT",43.986389,-115.713333,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 202",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,21,202,"2013-07-21",857.7,27.8,-2.9,16.1,3.1,6.7,0,0,0,0,0,0,0.5,3.7,13.5
"4354","22-Jul-13",143,"2013_ID-SWS-000486_SUMMIT",NA,NA,NA,NA,2013,"ID-SWS-000486","ID",203,1700,"SUMMIT",2013,"16-Jul-13",197,"16-Jul-13",197,"U",370,"ACRES","WF","FS","T Dunford","2","Type 2 Team","L","Lightning","BOISE",43.986389,115.713333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",93,"P",NA,NA,"CHAINS",NA,"22-Jul-13",NA,3,0,0,"N","N","N","Y",127,"W",114,71,68,8,3,6,91,"NW",167,53,51,46,5,9,10,"Medium","Medium",6,NA,"Federal","ID",NA,"E",370,"E",5.91620206260743,"FS",0,0,2,1,590,5.52942908751142,3,5,"C","2013_ID-SWS-000486_SUMMIT",43.986389,-115.713333,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 203",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,22,203,"2013-07-22",857.7,28.3,-6.4,16.1,3.3,7.2,0,0,0,0,0,0,0.4,3.8,10.5
"4355","23-Jul-13",151,"2013_ID-SWS-000486_SUMMIT",NA,NA,NA,NA,2013,"ID-SWS-000486","ID",204,1350,"SUMMIT",2013,"16-Jul-13",197,"16-Jul-13",197,"F",370,"ACRES","WF","FS","T Dunford","2","Type 2 Team","L","Lightning","BOISE",43.986389,115.713333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",93,"P",NA,NA,"CHAINS",NA,"22-Jul-13",NA,3,0,0,"N","N","N","Y",97,"NW",101,67,63,8,3,6,46,"NW",188,56,53,51,10,13,10,"Medium","Medium",7,NA,"Federal","ID",NA,"E",370,"E",5.91620206260743,"FS",0,0,2,1,590,5.52942908751142,3,5,"C","2013_ID-SWS-000486_SUMMIT",43.986389,-115.713333,726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT","726810 2013 204",726810,"BOISE AIR TERMINAL/GOWEN FD AIRPORT",2013,7,23,204,"2013-07-23",857.7,27.6,-1.8,16.1,2.9,7.2,0,0,0,0,0,0,0.5,3.7,13.5
"4356","12-Aug-13",504,"2013_ID-TFD-000336_MCCAN","BEAVER CREEK COMPLEX",1,NA,NA,2013,"ID-TFD-000336","ID",224,1508,"MCCAN",2013,"9-Aug-13",221,"9-Aug-13",221,"U",23860,"ACRES","WF","FS","Kidd","2","Type 2 Team","L","Lightning","Camas",43.420278,114.852222,2,NA,NA,"IDTFD","EB","Federal","USDI","BLM","ID","TFD",23,"P",NA,NA,"CHAINS",NA,NA,NA,1,0,0,"N","N","Y","N",62,"SW",128,76,76,6,6,6,309,"SW",246,66,61,9,5,6,5,NA,NA,NA,2,"Federal","ID",NA,"G",23860,"G",10.080000605922,"FS",0,0,2,1,591,10.080000605922,4,14,"C","2013_ID-TFD-000336_MCCAN",43.420278,-114.852222,725865,"FRIEDMAN MEMORIAL AIRPORT","725865 2013 224",725865,"FRIEDMAN MEMORIAL AIRPORT",2013,8,12,224,"2013-08-12",1617.3,21.3,1.6,14.8,3.7,6.2,0,0,0,0,0,0,0.7,2.5,28
"4357","13-Aug-13",523,"2013_ID-TFD-000336_MCCAN","BEAVER CREEK COMPLEX",1,NA,NA,2013,"ID-TFD-000336","ID",225,1545,"MCCAN",2013,"9-Aug-13",221,"9-Aug-13",221,"U",23860,"ACRES","WF","FS","Kidd","2","Type 2 Team","L","Lightning","Camas",43.420278,114.852222,2,NA,NA,"IDTFD","EB","Federal","USDI","BLM","ID","TFD",45,"P",NA,NA,"CHAINS",NA,NA,NA,2,1,0,"N","N","Y","N",127,"SW",126,75,75,6,6,6,309,"SW",250,67,62,3,3,3,5,NA,NA,NA,NA,"Federal","ID",NA,"G",23860,"G",10.080000605922,"FS",0,0,2,1,591,10.080000605922,4,14,"C","2013_ID-TFD-000336_MCCAN",43.420278,-114.852222,725865,"FRIEDMAN MEMORIAL AIRPORT","725865 2013 225",725865,"FRIEDMAN MEMORIAL AIRPORT",2013,8,13,225,"2013-08-13",1617.3,22.1,1.7,12.9,3.5,6.7,0,0,0,0,0,0,0.7,2.7,25.9
